"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/villa/72721-1913","36","65.000","26-01-2026","Kiralık Villa","5 +
                          2","365 m²","16
                        Yaşında","Bahçe Katı","Bahçeşehir Boğazköy (özgüntan) Havuzlu Kapalı Otoparklı Villa","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/3-cadde-gayrimenkul-72721","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","3. Cadde Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/118239-13165","41","20.000","06-03-2026","Kiralık Daire","1 +
                          1","75 m²","29
                        Yaşında","2. Kat","Caddeye Çok Yakın,   1+1  Balkonlu,    4.Levent Metroya(m2) Yürüme 17dk","İstanbul / Kağıthane / Sultan Selim Mah.","https://www.hepsiemlak.com/emlak-ofisi/adige-insaat-gayrimenkul-118239","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Adige İnşaat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/1002-3485","22","35.000","15-01-2026","Kiralık Daire","2 +
                          0","100 m²","42
                        Yaşında","En Üst Kat","Yalçın'dan Gayyrettepe'de 100 M2 Kiralık 2+1 Konut","İstanbul / Beşiktaş / Gayrettepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/yalcin-emlak-1002/yalcin-kucukduman-1002","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yalçın Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yalçın
          Küçükduman"
"https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-kiralik/daire/103802-1817","19","26.000","24-12-2025","Kiralık Daire","1 +
                          1","75 m²","11
                        Yaşında","3. Kat","Ayışığı Halting Place Kiralık 1+1 Daire","İstanbul / Esenyurt / Barbaros Hayrettin Paşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-onko-103802","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Onko","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-beykoz-anadolu-hisari-kiralik/daire/10493-6625","9","20.000","26-02-2026","Kiralık Daire","3 +
                          1","85 m²","30
                        Yaşında","Bahçe Katı","Beykoz Kavacık Otağtepede Kiralık 3+1 Giriş Kat","İstanbul / Beykoz / Anadolu Hisarı Mah.","https://www.hepsiemlak.com/emlak-ofisi/fatih-emlak-10493","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fatih Emlak","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Sedat
          Kuvel"
"https://www.hepsiemlak.com/istanbul-beyoglu-kaptanpasa-kiralik/daire/77499-980","11","20.000","30-01-2026","Kiralık Daire","1 +
                          1","75 m²","6
                        Yaşında","Yüksek Giriş","Elif Emlaktan Kiralık Ayrı Mutfaklı 1+1 Daire","İstanbul / Beyoğlu / Kaptanpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-mehmet-akif-ersoy-kiralik/daire/31070-2525","26","46.000","05-02-2026","Kiralık Daire","3 +
                          1","160 m²","21
                        Yaşında","2. Kat","Bosna Bulvarına Yürüme Mesafesin 3+1 160 M2 Kiralık Daire","İstanbul / Üsküdar / Mehmet Akif Ersoy Mah.","https://www.hepsiemlak.com/emlak-ofisi/cengelkoy-realist-gayrimenkul-31070","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Çengelköy Realist Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-umraniye-namik-kemal-kiralik/daire/120150-4141","25","41.000","20-02-2026","Kiralık Daire","3 +
                          1","110 m²","15
                        Yaşında","5. Kat","F-L Emlaktan Ümraniye Metroya 7 Dk 3+1 Çift Teraslı","İstanbul / Ümraniye / Namık Kemal Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","F-l Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/24811-28215","34","37.000","05-03-2026","Kiralık Daire","3 +
                          1","100 m²","11
                        Yaşında","3. Kat","Mecidiyeköyde Kiralık Daire Eşyalı 3+1 Otoparklı","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-mecidiyekoy-cevre-temsilciligi-24811","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turyap Mecidiyeköy Çevre Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-mehmet-akif-kiralik/daire/165816-8","13","20.000","09-02-2026","Kiralık Daire","1 +
                          1","70 m²","16
                        Yaşında","Çatı Katı","Kiralık Daire","İstanbul / Çekmeköy / Mehmet Akif Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/villa/92941-5859","35","68.000","30-01-2026","Kiralık Villa","6 +
                          2","360 m²","20
                        Yaşında","","Polat Emlak'dan..Bahçeşehir 2.Kısım (boğazköy'de) Kiralık Villa.","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/polat-emlak-92941","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Polat Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-atasehir-ataturk-kiralik/daire/159632-168","24","57.000","29-01-2026","Kiralık Daire","1 +
                          1","90 m²","Sıfır Bina","1. Kat","Ataşehir Modern.. Full Aktiviteli.. Kiralık 1+1 Daire..","İstanbul / Ataşehir / Atatürk Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-mimar-sinan-kiralik/daire/160487-194","43","24.000","02-02-2026","Kiralık Daire","2 +
                          1","110 m²","5
                        Yaşında","Ara Kat","Sultanbeyli Mimarsinan Da Acil Kiralik  Daire","İstanbul / Sultanbeyli / Mimar Sinan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-tuzla-sifa-kiralik/daire/156382-340","40","21.000","22-02-2026","Kiralık Daire","2 +
                          1","120 m²","31
                        Yaşında","1. Kat","Koru Emlak'tan 2+1 Kiralık İçi Yenilenmiş Geniş Ferah Daire","İstanbul / Tuzla / Şifa Mah.","https://www.hepsiemlak.com/emlak-ofisi/koru-gayrimenkul-danismanlik-156382","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koru Gayrimenkul Danışmanlık","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-orhangazi-kiralik/daire/152247-179","23","24.500","27-02-2026","Kiralık Daire","3 +
                          1","130 m²","16
                        Yaşında","4. Kat","Sultanbeyli Orhangazi Mh Cadde Üzerinde Kiralık 3+1 Daire","İstanbul / Sultanbeyli / Orhangazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-silivri-alibey-kiralik/daire/141015-239","19","20.500","17-02-2026","Kiralık Daire","2 +
                          1","130 m²","26
                        Yaşında","Yüksek Giriş","Piri Paşa Okulu Mevkiinde 2+1 Geniş Kiralık Daire","İstanbul / Silivri / Alibey Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-mevlana-kiralik/daire/134985-1961","26","25.000","14-01-2026","Kiralık Daire","2 +
                          1","130 m²","11
                        Yaşında","2. Kat","Sancaktepe Mevlana Mh.Geniş 2+1 Kiralık Daire","İstanbul / Sancaktepe / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-masal-134985","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Masal","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-meclis-kiralik/daire/58394-1351","22","34.000","03-02-2026","Kiralık Daire","3 +
                          1","140 m²","31
                        Yaşında","3. Kat","Sancaktepe Sarıgazi Merkezi Konumda 3+1 Kiralık Daire","İstanbul / Sancaktepe / Meclis Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-invest-58394","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Invest","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/106894-292","26","28.000","08-01-2026","Kiralık Daire","3 +
                          1","130 m²","26
                        Yaşında","3. Kat","Maltepe Zümrütevlerde 3+1 3 Kat Site İçerisinde 120m2","İstanbul / Maltepe / Zümrütevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-tayakadin-kiralik/daire/149042-44","21","24.000","08-03-2026","Kiralık Daire","3 +
                          1","150 m²","31
                        Yaşında","1. Kat","Tayakadın / Açıklama Oku / Havalimanı 10 Dk 3+1 130 M²","İstanbul / Arnavutköy / Tayakadın Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-kiralik/daire/31303-140820","23","80.000","24-12-2025","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","Giriş Katı","Mete'dn Ulus 'ta Caddeye Yakın Eşyalı Şık Daire","İstanbul / Beşiktaş / Nisbetiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/mete-gayrimenkul-danismanlik-31303/dilek-tumer-878574","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/7/5/8/7/8/eaf94e51-4f5b-4364-81ce-941b1c26757d.jpg","Mete Gayrimenkul & Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/0/3/1/3/0/0922533f-8d75-4cee-82b5-1f4e2eab65fa.jpg","Dilek
          Tümer"
"https://www.hepsiemlak.com/istanbul-pendik-guzelyali-kiralik/daire/125247-224","12","25.000","17-01-2026","Kiralık Daire","2 +
                          1","115 m²","11
                        Yaşında","4. Kat","Güzelyalı Su Deposunda 2+1","İstanbul / Pendik / Güzelyalı Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-esentepe-kiralik/daire/43996-27901","24","50.000","04-03-2026","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","13. Kat","Bengisu Rezidans Metro 400m Merkezi Konum Otoparklı","İstanbul / Şişli / Esentepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996/burak-bora-koyuyesil-3462183","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/8/1/2/6/4/3/690ae7eb-7231-4a36-9b0f-8e9dc8aa7517.jpg","Koyuyeşil Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/9/9/3/4/0/4a9af117-1bb7-4ce4-bcdb-06dbfa06524d.jpg","Burak Bora
          Koyuyeşil"
"https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/138934-79","7","8.500","18-02-2026","Kiralık Daire","1 +
                          1","50 m²","30
                        Yaşında","Bodrum","Harmantepe Mahallesinde Kıralık 1+1","İstanbul / Kağıthane / Harmantepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-esenler-orucreis-kiralik/daire/146901-105","17","15.000","12-02-2026","Kiralık Daire","2 +
                          1","100 m²","31
                        Yaşında","5. Kat","Kalemden Kiralık 2+1 Teraslı Daire","İstanbul / Esenler / Oruçreis Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beykoz-tokatkoy-kiralik/daire/136553-158","25","43.000","29-01-2026","Kiralık Daire","2 +
                          1","95 m²","Sıfır Bina","3. Kat","Luxury Acarkent'ten Beykoz Toki'de Kiralık 2+1 Daire","İstanbul / Beykoz / Tokatköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/luxury-acarkent-real-estate-136553","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Luxury Acarkent Real Estate","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-fatih-yavuz-sultan-selim-kiralik/daire/135994-81","18","24.000","20-02-2026","Kiralık Daire","1 +
                          1","70 m²","30
                        Yaşında","2. Kat","Fener Meydan Kiralık Eşyalı Daire","İstanbul / Fatih / Yavuz Sultan Selim Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-adalar-maden-kiralik/daire/134003-77","28","300.000","08-03-2026","Kiralık Daire","3 +
                          1","200 m²","80
                        Yaşında","Villa Katı","Çelik Gayrimenkulden Bahçeli Sezonluk Dubleks Villa..","İstanbul / Adalar / Maden Mah.","https://www.hepsiemlak.com/emlak-ofisi/celik-gayrimenkul-134003","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Çelik Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/42771-6480","25","27.500","03-01-2026","Kiralık Daire","2 +
                          1","80 m²","10
                        Yaşında","Kot 3","2+1 75 M2 Full Eşyalı Yabancı Oturumuna Uygun Trump Avm Ye 8 Dk.","İstanbul / Şişli / Kuştepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/114218-2778","18","34.000","21-01-2026","Kiralık Daire","Stüdyo","33 m²","25
                        Yaşında","4. Kat","İstanbul House'dan Bahçelievler'de 33m2 Full Eşyalı 1+0 Stüdyo","İstanbul / Bahçelievler / Siyavuşpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/istanbul-house-114218","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İstanbul House","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-uskudar-altunizade-kiralik/daire/70850-2879","34","200.000","02-03-2026","Kiralık Daire","2 +
                          1","190 m²","23
                        Yaşında","En Üst Kat","Altunizade Mesa Avrupa’da Dekorasyonlu Geniş Kiralık 2+1 Daire","İstanbul / Üsküdar / Altunizade Mah.","https://www.hepsiemlak.com/emlak-ofisi/mavi-kapi-gayrimenkul-70850/aylin-uysal-3183302","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mavi Kapı Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Aylin
          Uysal"
"https://www.hepsiemlak.com/istanbul-bagcilar-baglar-kiralik/residence/40658-22197","29","32.000","30-01-2026","Kiralık Residence","1 +
                          1","47 m²","11
                        Yaşında","9. Kat","Remax Oluşum'dan Divan Residence 1+1 Full Eşyalı Daire","İstanbul / Bağcılar / Bağlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-olusum-40658","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Oluşum","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-kiralik/daire/17780-20402","12","23.000","07-02-2026","Kiralık Daire","1 +
                          1","72 m²","10
                        Yaşında","Yüksek Giriş","Şebnem Özgül'den Güzelyurt Ta Marmara Park Ve Metrobüse Yakını","İstanbul / Esenyurt / Güzelyurt Mah.","https://www.hepsiemlak.com/emlak-ofisi/sebnem-ozgul-emlak-ve-gayrimenkul-danismanligi-17780/semanta-karatas-4554929","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Şebnem Özgül Emlak Ve Gayrimenkul Danışmanlığı","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Semanta
          Karataş"
"https://www.hepsiemlak.com/istanbul-basaksehir-kayabasi-kiralik/daire/692254-1085","17","75.000","11-12-2025","Kiralık Daire","3 +
                          1","181 m²","6
                        Yaşında","21 ve üzeri","Kayaşehir Park Mavera1 Kiralık 3+1 Daire Yemek Odalı","İstanbul / Başakşehir / Kayabaşı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sile-cayirbasi-kiralik/villa/27431-11587","58","125.000","04-02-2026","Kiralık Villa","4 +
                          1","150 m²","2
                        Yaşında","","Şile Lanse Korupark Villalarında Full Eşyalı Kiralık 4+1 Villa","İstanbul / Şile / Çayırbaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-sonuc-27431","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Sonuç","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-kiralik/daire/3447-22143","60","48.750","27-01-2026","Kiralık Daire","2 +
                          1","100 m²","8
                        Yaşında","3. Kat","Direct'ten Emsalsiz Konum Metro & Hilltown Avm'ye Komşu Ön Cephe Çift Balkonlu Geniş Şık 2+1 Fırsatı","İstanbul / Maltepe / Aydınevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Direct Realty","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-talatpasa-kiralik/daire/109630-822","35","26.000","03-02-2026","Kiralık Daire","1 +
                          1","85 m²","6
                        Yaşında","Kot 2","Festa'dan Metrobüs5dk 1+1 Yenibina Asansörlü 85m2 Kiralık Daire","İstanbul / Kağıthane / Talatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/festa-gayrimenkul-insaat-109630","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Festa Gayrimenkul & İnşaat","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-baglarcesme-kiralik/daire/3568-8709","11","22.000","14-02-2026","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","Yüksek Giriş","Esenyurt Merkez'de E-5'e Yakın 90 M² 2+1 Sıfır Kiralık Daire, Otoparklı!","İstanbul / Esenyurt / Bağlarçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/cagdas-invest-3568","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Çağdaş İnvest","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-besiktas-levent-kiralik/residence/98015-2022","53","200.000","26-01-2026","Kiralık Residence","3 +
                          1","250 m²","15
                        Yaşında","16. Kat","Levent Sapphire Residence Kiralık 3+1 Müstakil Teraslı Daire","İstanbul / Beşiktaş / Levent Mah.","https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015/gulcin-gonul-2068637","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Artistanbul Gayrimenkul Zorlu Center","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gülçin
          Gönül"
